username,title,location,ID de la respuesta,Pregunta,Respuesta,Respuesta Correcta,block_key,state
Diego_HF,Dropdown,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@c747d1b0fed549f28d230ff45475ba92,"{""score"": {""raw_earned"": 0, ""raw_possible"": 4}, ""seed"": 1, ""input_state"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {}}}"
ricardof,Dropdown,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Dropdown,c747d1b0fed549f28d230ff45475ba92_2_3,Pregunta 1,B,B,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@c747d1b0fed549f28d230ff45475ba92,"{""correct_map"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {}}, ""last_submission_time"": ""2020-01-06T20:31:57Z"", ""attempts"": 1, ""score"": {""raw_earned"": 4, ""raw_possible"": 4}, ""done"": true, ""student_answers"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": ""B"", ""c747d1b0fed549f28d230ff45475ba92_2_2"": ""D"", ""c747d1b0fed549f28d230ff45475ba92_2_1"": ""C"", ""c747d1b0fed549f28d230ff45475ba92_2_4"": ""E""}, ""seed"": 1}"
ricardof,Dropdown,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Dropdown,c747d1b0fed549f28d230ff45475ba92_2_2,Pregunta 1,D,D,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@c747d1b0fed549f28d230ff45475ba92,"{""correct_map"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {}}, ""last_submission_time"": ""2020-01-06T20:31:57Z"", ""attempts"": 1, ""score"": {""raw_earned"": 4, ""raw_possible"": 4}, ""done"": true, ""student_answers"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": ""B"", ""c747d1b0fed549f28d230ff45475ba92_2_2"": ""D"", ""c747d1b0fed549f28d230ff45475ba92_2_1"": ""C"", ""c747d1b0fed549f28d230ff45475ba92_2_4"": ""E""}, ""seed"": 1}"
ricardof,Dropdown,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Dropdown,c747d1b0fed549f28d230ff45475ba92_2_1,Pregunta 1,C,C,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@c747d1b0fed549f28d230ff45475ba92,"{""correct_map"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {}}, ""last_submission_time"": ""2020-01-06T20:31:57Z"", ""attempts"": 1, ""score"": {""raw_earned"": 4, ""raw_possible"": 4}, ""done"": true, ""student_answers"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": ""B"", ""c747d1b0fed549f28d230ff45475ba92_2_2"": ""D"", ""c747d1b0fed549f28d230ff45475ba92_2_1"": ""C"", ""c747d1b0fed549f28d230ff45475ba92_2_4"": ""E""}, ""seed"": 1}"
ricardof,Dropdown,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Dropdown,c747d1b0fed549f28d230ff45475ba92_2_4,Pregunta 1,E,E,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@c747d1b0fed549f28d230ff45475ba92,"{""correct_map"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {}}, ""last_submission_time"": ""2020-01-06T20:31:57Z"", ""attempts"": 1, ""score"": {""raw_earned"": 4, ""raw_possible"": 4}, ""done"": true, ""student_answers"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": ""B"", ""c747d1b0fed549f28d230ff45475ba92_2_2"": ""D"", ""c747d1b0fed549f28d230ff45475ba92_2_1"": ""C"", ""c747d1b0fed549f28d230ff45475ba92_2_4"": ""E""}, ""seed"": 1}"
dancurimil,Dropdown,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Dropdown,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@c747d1b0fed549f28d230ff45475ba92,"{""score"": {""raw_earned"": 0, ""raw_possible"": 4}, ""seed"": 1, ""input_state"": {""c747d1b0fed549f28d230ff45475ba92_2_3"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_2"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_1"": {}, ""c747d1b0fed549f28d230ff45475ba92_2_4"": {}}}"
ThomasPM,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}}"
jromo,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,a295e425d23b480ab4a9d2b05ad640da_2_1,Pregunta 1,En el diálogo 2.,En el diálogo 2.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""correct_map"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}, ""last_submission_time"": ""2020-01-23T19:07:43Z"", ""attempts"": 2, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": ""choice_1""}, ""seed"": 1}"
UsuarioPruebaCMMEDU,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}}"
Camila_Brito,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}}"
ricardos,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}}"
Caro_Ticona,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}}"
flavio,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,a295e425d23b480ab4a9d2b05ad640da_2_1,Pregunta 1,En el diálogo 2.,En el diálogo 2.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""correct_map"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}, ""last_submission_time"": ""2020-01-10T14:35:16Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": ""choice_1""}, ""seed"": 1}"
Maritza,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}}"
Diego_HF,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}}"
ricardof,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,a295e425d23b480ab4a9d2b05ad640da_2_1,Pregunta 1,En el diálogo 2.,En el diálogo 2.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""correct_map"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}, ""last_submission_time"": ""2020-01-06T20:42:49Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": ""choice_1""}, ""seed"": 1}"
dancurimil,Multiple Choice,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Multiple Choice,a295e425d23b480ab4a9d2b05ad640da_2_1,Pregunta 1,En el diálogo 1.,En el diálogo 2.,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@a295e425d23b480ab4a9d2b05ad640da,"{""correct_map"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}}, ""input_state"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": {}}, ""last_submission_time"": ""2020-01-29T05:58:04Z"", ""attempts"": 2, ""score"": {""raw_possible"": 1, ""raw_earned"": 0}, ""done"": true, ""student_answers"": {""a295e425d23b480ab4a9d2b05ad640da_2_1"": ""choice_0""}, ""seed"": 1}"
jromo,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@90820072d0124f05a4c4f5754b74915f,"{""student_answer"": ""dfs fdsfsdsfsdf"", ""score"": 1.0, ""count_attempts"": 1}"
dancurimil,freetextresponse,Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > freetextresponse,,,,,block-v1:cmm+SYSMEPI01+2019_1+type@freetextresponse+block@90820072d0124f05a4c4f5754b74915f,"{""student_answer"": ""fsdfdsfdsfsdfsd"", ""score"": 1.0, ""count_attempts"": 1}"
ThomasPM,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}}"
jromo,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}}"
UsuarioPruebaCMMEDU,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}}"
Camila_Brito,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}}"
ricardos,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}}"
Caro_Ticona,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""seed"": 1, ""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}}"
flavio,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',148b8e2807634f9498fbda02ad6b4b64_2_1,Pregunta 1,Preguntas anticipación E,Preguntas anticipación E,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""correct_map"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}, ""last_submission_time"": ""2020-01-10T14:37:51Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 3}, ""done"": true, ""student_answers"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": ""Preguntas anticipaci\u00f3n E"", ""148b8e2807634f9498fbda02ad6b4b64_2_2"": ""Preguntas anticipaci\u00f3n C"", ""148b8e2807634f9498fbda02ad6b4b64_2_3"": ""Preguntas anticipaci\u00f3n D""}, ""seed"": 1}"
flavio,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',148b8e2807634f9498fbda02ad6b4b64_2_2,Pregunta 1,Preguntas anticipación C,Preguntas anticipación C,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""correct_map"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}, ""last_submission_time"": ""2020-01-10T14:37:51Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 3}, ""done"": true, ""student_answers"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": ""Preguntas anticipaci\u00f3n E"", ""148b8e2807634f9498fbda02ad6b4b64_2_2"": ""Preguntas anticipaci\u00f3n C"", ""148b8e2807634f9498fbda02ad6b4b64_2_3"": ""Preguntas anticipaci\u00f3n D""}, ""seed"": 1}"
flavio,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',148b8e2807634f9498fbda02ad6b4b64_2_3,Pregunta 1,Preguntas anticipación D,Preguntas anticipación D,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""correct_map"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}, ""last_submission_time"": ""2020-01-10T14:37:51Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 3}, ""done"": true, ""student_answers"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": ""Preguntas anticipaci\u00f3n E"", ""148b8e2807634f9498fbda02ad6b4b64_2_2"": ""Preguntas anticipaci\u00f3n C"", ""148b8e2807634f9498fbda02ad6b4b64_2_3"": ""Preguntas anticipaci\u00f3n D""}, ""seed"": 1}"
Maritza,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}}"
Diego_HF,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',,,,,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""score"": {""raw_earned"": 0, ""raw_possible"": 3}, ""seed"": 1, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}}"
ricardof,Duplicado de 'Dropdown',Taller 1: Nociones de probabilidad > Actividad 5: El sesgo de equiprobabilidad > El sesgo de equiprobabilidad #3 > Duplicado de 'Dropdown',148b8e2807634f9498fbda02ad6b4b64_2_1,Pregunta 1,Preguntas anticipación E,Preguntas anticipación E,block-v1:cmm+SYSMEPI01+2019_1+type@problem+block@148b8e2807634f9498fbda02ad6b4b64,"{""correct_map"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_2"": {}, ""148b8e2807634f9498fbda02ad6b4b64_2_3"": {}}, ""last_submission_time"": ""2020-01-06T20:58:18Z"", ""attempts"": 1, ""score"": {""raw_earned"": 3, ""raw_possible"": 3}, ""done"": true, ""student_answers"": {""148b8e2807634f9498fbda02ad6b4b64_2_1"": ""Preguntas anticipaci\u00f3n E"", ""148b8e2807634f9498fbda02ad6b4b64_2_2"": ""Preguntas anticipaci\u00f3n C"", ""148b8e2807634f9498fbda02ad6b4b64_2_3"": ""Preguntas anticipaci\u00f3n D""}, ""seed"": 1}"
